original_id,metis_id
808,565
810,566
811,567
813,568
814,569
815,570
816,571
817,572
818,573
819,574
820,575
821,576
822,577
823,578
824,579
825,580
826,581
827,582
828,583
829,584
830,585
831,586
832,587
833,588
834,589
835,590
836,591
837,592
838,593
839,594
840,595
841,596
842,597
843,598
844,599
845,600
846,601
847,602
857,603
858,604
859,605
860,606
861,607
862,608
863,609
864,610
865,611
866,612
867,613
868,614
869,615
871,616
873,617
874,618
875,619
881,620
883,621
885,622
886,623
887,624
889,625
890,626
891,627
892,628
894,629
896,630
898,631
899,632
900,633
901,634
902,635
904,636
905,637
908,638
909,639
910,640
911,641
912,642
913,643
914,644
915,645
916,646
917,647
919,648
920,649
921,650
922,651
923,652
924,653
925,654
926,655
928,656
929,657
930,658
931,659
932,660
933,661
934,662
939,663
940,664
941,665
942,666
943,667
944,668
945,669
946,670
947,671
948,672
949,673
950,674
951,675
952,676
953,677
954,678
955,679
956,680
957,681
958,682
959,683
960,684
961,685
962,686
963,687
965,688
966,689
967,690
968,691
969,692
970,693
971,694
972,695
973,696
974,697
975,698
976,699
977,700
978,701
983,702
984,703
985,704
987,705
988,706
989,707
990,708
991,709
993,710
994,711
995,712
996,713
997,714
998,715
999,716
1000,717
1001,718
1002,719
1003,720
1004,721
1005,722
1006,723
1007,724
1008,725
1009,726
1010,727
1012,728
1013,729
1014,730
1015,731
1016,732
1017,733
1018,734
1019,735
1020,736
1021,737
1022,738
1024,739
1025,740
1026,741
1027,742
1028,743
1029,744
1030,745
1031,746
1032,747
1033,748
1036,749
1038,750
1039,751
1040,752
1041,753
1043,754
1044,755
1045,756
1046,757
1047,758
1048,759
1050,760
1051,761
1052,762
1053,763
1054,764
1056,765
1058,766
1059,767
1060,768
1062,769
1063,770
1066,771
1068,772
1069,773
1070,774
1071,775
1072,776
1073,777
1075,778
1080,779
1081,780
1082,781
1084,782
1087,783
1088,784
1089,785
1101,786
1102,787
1103,788
1104,789
1105,790
1106,791
1107,792
1108,793
1109,794
1111,795
1112,796
1113,797
1114,798
1116,799
1117,800
1118,801
1119,802
1120,803
1121,804
1122,805
1123,806
1124,807
1128,808
1129,809
1130,810
1131,811
1132,812
1133,813
1134,814
1135,815
1136,816
1137,817
1138,818
1139,819
1140,820
1141,821
1142,822
1143,823
1144,824
1145,825
1146,826
1147,827
1149,828
1152,829
1153,830
1154,831
1155,832
1158,833
1159,834
1160,835
1161,836
1163,837
1164,838
1173,839
1174,840
1175,841
1176,842
1178,843
1179,844
1180,845
1181,846
1182,847
1183,848
1184,849
1185,850
1186,851
1187,852
1188,853
1191,854
1192,855
1193,856
1195,857
1196,858
1198,859
1200,860
1201,861
1203,862
1207,863
1208,864
1209,865
1211,866
1212,867
1213,868
1215,869
1230,870
1231,871
1232,872
1233,873
1234,874
1235,875
1236,876
1237,877
1238,878
1240,879
1241,880
1244,881
1258,882
1259,883
1260,884
1261,885
1262,886
1263,887
1264,888
1265,889
1266,890
1267,891
1268,892
1269,893
1270,894
1271,895
1272,896
1277,897
1278,898
1280,899
1281,900
1282,901
1284,902
1285,903
1286,904
1287,905
1288,906
1289,907
1290,908
1291,909
1292,910
1293,911
1294,912
1295,913
1296,914
1297,915
1298,916
1299,917
1300,918
1301,919
1302,920
1303,921
1305,922
1306,923
1307,924
1308,925
1310,926
1311,927
1312,928
1313,929
1314,930
1315,931
1316,932
1317,933
1318,934
1325,935
1326,936
1327,937
1329,938
1337,939
1339,940
1340,941
1345,942
1346,943
1347,944
1349,945
1350,946
1351,947
1352,948
1353,949
1355,950
1356,951
1357,952
1358,953
1359,954
1360,955
1361,956
1362,957
1363,958
1364,959
1365,960
1366,961
1368,962
1369,963
1370,964
1371,965
1373,966
1374,967
1375,968
1376,969
1378,970
1380,971
1381,972
1382,973
1384,974
1385,975
1386,976
1387,977
1388,978
1389,979
1390,980
1392,981
1393,982
1394,983
1395,984
1396,985
1397,986
1398,987
1399,988
1400,989
1401,990
1404,991
1406,992
1407,993
1408,994
1409,995
1410,996
1411,997
1412,998
1413,999
1414,1000
1415,1001
1417,1002
1418,1003
1419,1004
1420,1005
1421,1006
1427,1007
1428,1008
1429,1009
1431,1010
1432,1011
1434,1012
1435,1013
1436,1014
1437,1015
1438,1016
1439,1017
1440,1018
1441,1019
1442,1020
1443,1021
1444,1022
1445,1023
1446,1024
1447,1025
1448,1026
1452,1027
1453,1028
1454,1029
1455,1030
1456,1031
1457,1032
1459,1033
1460,1034
1462,1035
1463,1036
1464,1037
1465,1038
1466,1039
1468,1040
1469,1041
1470,1042
1471,1043
1472,1044
1473,1045
1474,1046
1475,1047
1476,1048
1477,1049
1478,1050
1479,1051
1482,1052
1485,1053
1486,1054
1487,1055
1488,1056
1489,1057
1490,1058
1491,1059
1493,1060
1495,1061
1496,1062
1497,1063
1499,1064
1500,1065
1501,1066
1503,1067
1504,1068
1506,1069
1508,1070
1509,1071
1510,1072
1511,1073
1512,1074
1513,1075
1514,1076
1515,1077
1519,1078
1520,1079
1521,1080
1522,1081
1523,1082
1524,1083
1525,1084
1527,1085
1528,1086
1534,1087
1535,1088
1536,1089
1537,1090
1538,1091
1539,1092
1540,1093
1543,1094
1544,1095
1545,1096
1548,1097
1549,1098
1551,1099
1553,1100
1555,1101
1557,1102
1558,1103
1559,1104
1562,1105
1565,1106
1571,1107
1572,1108
1573,1109
1576,1110
1577,1111
1579,1112
1580,1113
1581,1114
1582,1115
1583,1116
1584,1117
1585,1118
1586,1119
1588,1120
1589,1121
1591,1122
1592,1123
1593,1124
1594,1125
1595,1126
1600,1127
1601,1128
1602,1129
1603,1130
1604,1131
1605,1132
1606,1133
1607,1134
1608,1135
1609,1136
1610,1137
1611,1138
1612,1139
1613,1140
1615,1141
1616,1142
1617,1143
1618,1144
1620,1145
1621,1146
1622,1147
1627,1148
1628,1149
1629,1150
1630,1151
1632,1152
1633,1153
1634,1154
1635,1155
1636,1156
1638,1157
1639,1158
1641,1159
1642,1160
1643,1161
1644,1162
1645,1163
1646,1164
1647,1165
1649,1166
1650,1167
1652,1168
1653,1169
1654,1170
1655,1171
1656,1172
1657,1173
1659,1174
1660,1175
1662,1176
1663,1177
1665,1178
1666,1179
1667,1180
1668,1181
1669,1182
1670,1183
1671,1184
1672,1185
1673,1186
1674,1187
1675,1188
1676,1189
1677,1190
1678,1191
1687,1192
1690,1193
1716,1194
1717,1195
1718,1196
1719,1197
1723,1198
1725,1199
1727,1200
1728,1201
1729,1202
1730,1203
1731,1204
1734,1205
1735,1206
1736,1207
1737,1208
1738,1209
1739,1210
1740,1211
1741,1212
1742,1213
1743,1214
1745,1215
1746,1216
1747,1217
1748,1218
1749,1219
1750,1220
1755,1221
1756,1222
1757,1223
1758,1224
1759,1225
1760,1226
1761,1227
1762,1228
1763,1229
1767,1230
1768,1231
1769,1232
1770,1233
1773,1234
1774,1235
1775,1236
1776,1237
1777,1238
1778,1239
1780,1240
1781,1241
1783,1242
1785,1243
1786,1244
1787,1245
1788,1246
1789,1247
1791,1248
1793,1249
1794,1250
1795,1251
1796,1252
1797,1253
1798,1254
1800,1255
1801,1256
1802,1257
1803,1258
1804,1259
1805,1260
1806,1261
1807,1262
1808,1263
1809,1264
1810,1265
1811,1266
1812,1267
1813,1268
1814,1269
1815,1270
1816,1271
1819,1272
1820,1273
1821,1274
1822,1275
1823,1276
1824,1277
1825,1278
1826,1279
1827,1280
1828,1281
1829,1282
1830,1283
1831,1284
1832,1285
1833,1286
1834,1287
1836,1288
1837,1289
1838,1290
1839,1291
1840,1292
1841,1293
1842,1294
1843,1295
1844,1296
1845,1297
1846,1298
1847,1299
1848,1300
1849,1301
1850,1302
1852,1303
1854,1304
1855,1305
1856,1306
1857,1307
1859,1308
1861,1309
1869,1310
1870,1311
1871,1312
1874,1313
1875,1314
1876,1315
1877,1316
1879,1317
1880,1318
1889,1319
1890,1320
1891,1321
1892,1322
1893,1323
1894,1324
1896,1325
1901,1326
1902,1327
1903,1328
1906,1329
1907,1330
1908,1331
1909,1332
1910,1333
1911,1334
1912,1335
1915,1336
1917,1337
1933,1338
1936,1339
1937,1340
1938,1341
1939,1342
1942,1343
1943,1344
1944,1345
1945,1346
1946,1347
1947,1348
1948,1349
1949,1350
1950,1351
1951,1352
1952,1353
1953,1354
1954,1355
1955,1356
1956,1357
1958,1358
1959,1359
1960,1360
1961,1361
1962,1362
1964,1363
1965,1364
1967,1365
1968,1366
1969,1367
1973,1368
1974,1369
1975,1370
1977,1371
1978,1372
1979,1373
1981,1374
1982,1375
1983,1376
1984,1377
1990,1378
1991,1379
1992,1380
1993,1381
1994,1382
1995,1383
1996,1384
1997,1385
1998,1386
1999,1387
2000,1388
2001,1389
2002,1390
2004,1391
2005,1392
2006,1393
2009,1394
2010,1395
2011,1396
2012,1397
2013,1398
2014,1399
2015,1400
2016,1401
2017,1402
2018,1403
2019,1404
2020,1405
2021,1406
2022,1407
2023,1408
2026,1409
2027,1410
2028,1411
2029,1412
2030,1413
2033,1414
2034,1415
2035,1416
2036,1417
2037,1418
2038,1419
2039,1420
2040,1421
2041,1422
2042,1423
2043,1424
2044,1425
2045,1426
2046,1427
2047,1428
2048,1429
2049,1430
2050,1431
2051,1432
2052,1433
2053,1434
2054,1435
2055,1436
2056,1437
2057,1438
2058,1439
2059,1440
2060,1441
2063,1442
2064,1443
2065,1444
2066,1445
2067,1446
2068,1447
2069,1448
2070,1449
2071,1450
2072,1451
2073,1452
2074,1453
2077,1454
2078,1455
2079,1456
2081,1457
2086,1458
2091,1459
2098,1460
2099,1461
2100,1462
2101,1463
2103,1464
2104,1465
2107,1466
2108,1467
2109,1468
2110,1469
2113,1470
2114,1471
2115,1472
2116,1473
2117,1474
2118,1475
2119,1476
2120,1477
2121,1478
2122,1479
2123,1480
2124,1481
2125,1482
2128,1483
2130,1484
2131,1485
2132,1486
2134,1487
2135,1488
2137,1489
2138,1490
2139,1491
2140,1492
2145,1493
2146,1494
2147,1495
2149,1496
2150,1497
2151,1498
2152,1499
2153,1500
2155,1501
2157,1502
2158,1503
2159,1504
2160,1505
2161,1506
2162,1507
2165,1508
2166,1509
2167,1510
2168,1511
2169,1512
2170,1513
2171,1514
2172,1515
2173,1516
2175,1517
2176,1518
2177,1519
2178,1520
2180,1521
2181,1522
2182,1523
2184,1524
2185,1525
2186,1526
2187,1527
2188,1528
2189,1529
2191,1530
2192,1531
2193,1532
2194,1533
2195,1534
2196,1535
2197,1536
2199,1537
2200,1538
2201,1539
2202,1540
2203,1541
2204,1542
2205,1543
2206,1544
2207,1545
2208,1546
2209,1547
2210,1548
2212,1549
2213,1550
2214,1551
2215,1552
2217,1553
2218,1554
2219,1555
2220,1556
2221,1557
2222,1558
2224,1559
2230,1560
2232,1561
2235,1562
2237,1563
2239,1564
2241,1565
2242,1566
2243,1567
2244,1568
2245,1569
2246,1570
2247,1571
2248,1572
2249,1573
2250,1574
2251,1575
2252,1576
2253,1577
2254,1578
2255,1579
2256,1580
2257,1581
2258,1582
2259,1583
2260,1584
2261,1585
2262,1586
2263,1587
2264,1588
2266,1589
2267,1590
2268,1591
2271,1592
2272,1593
2273,1594
2274,1595
2275,1596
2277,1597
2280,1598
2281,1599
2286,1600
2287,1601
2288,1602
2289,1603
2290,1604
2294,1605
2295,1606
2296,1607
2297,1608
2298,1609
2299,1610
2300,1611
2301,1612
2302,1613
2303,1614
2304,1615
2305,1616
2306,1617
2307,1618
2308,1619
2309,1620
2310,1621
2312,1622
2313,1623
2314,1624
2315,1625
2316,1626
2317,1627
2318,1628
2319,1629
2321,1630
2322,1631
2323,1632
2324,1633
2326,1634
2327,1635
2328,1636
2329,1637
2330,1638
2331,1639
2332,1640
2334,1641
2335,1642
2339,1643
2342,1644
2346,1645
2348,1646
2350,1647
2352,1648
2353,1649
2354,1650
2355,1651
2356,1652
2357,1653
2358,1654
2359,1655
2395,1656
2444,1657
2475,1658
2483,1659
2487,1660
2488,1661
2491,1662
2492,1663
2494,1664
2495,1665
2498,1666
2512,1667
2515,1668
2516,1669
2517,1670
2519,1671
2520,1672
2521,1673
2523,1674
2524,1675
2525,1676
2526,1677
2527,1678
2528,1679
2529,1680
2530,1681
2531,1682
2532,1683
2533,1684
2534,1685
2535,1686
2537,1687
2538,1688
2539,1689
2542,1690
2543,1691
2547,1692
2548,1693
2549,1694
2550,1695
2551,1696
2553,1697
2554,1698
2555,1699
2556,1700
2557,1701
2558,1702
2559,1703
2560,1704
2561,1705
2562,1706
2563,1707
2564,1708
2565,1709
2566,1710
2567,1711
2568,1712
2569,1713
2570,1714
2571,1715
2572,1716
2574,1717
2576,1718
2577,1719
2579,1720
2580,1721
2581,1722
2582,1723
2583,1724
2584,1725
2585,1726
2587,1727
2588,1728
2589,1729
2590,1730
2591,1731
2592,1732
2593,1733
2595,1734
2596,1735
2597,1736
2615,1737
2617,1738
2618,1739
2619,1740
2620,1741
2621,1742
2622,1743
2623,1744
2624,1745
2625,1746
2626,1747
2627,1748
2628,1749
2629,1750
2631,1751
2632,1752
2633,1753
2634,1754
2635,1755
2636,1756
2637,1757
2638,1758
2639,1759
2641,1760
2642,1761
2643,1762
2644,1763
2645,1764
2646,1765
2647,1766
2648,1767
2649,1768
2650,1769
2651,1770
2652,1771
2653,1772
2657,1773
2658,1774
2660,1775
2661,1776
2662,1777
2664,1778
2665,1779
2667,1780
2668,1781
2669,1782
2670,1783
2671,1784
2672,1785
2673,1786
2674,1787
2675,1788
2676,1789
2677,1790
2678,1791
2679,1792
2683,1793
2686,1794
2687,1795
2688,1796
2689,1797
2690,1798
2691,1799
2692,1800
2693,1801
2694,1802
2695,1803
2696,1804
2697,1805
2700,1806
2701,1807
2702,1808
2703,1809
2705,1810
2706,1811
2707,1812
2709,1813
2710,1814
2712,1815
2713,1816
2717,1817
2719,1818
2720,1819
2729,1820
2730,1821
2731,1822
2733,1823
2734,1824
2735,1825
2736,1826
2737,1827
2738,1828
2739,1829
2740,1830
2741,1831
2742,1832
2743,1833
2744,1834
2745,1835
2746,1836
2747,1837
2752,1838
2760,1839
2762,1840
2764,1841
2765,1842
2766,1843
2767,1844
2768,1845
2769,1846
2770,1847
2771,1848
2773,1849
2774,1850
2775,1851
2776,1852
2778,1853
2779,1854
2780,1855
2781,1856
2782,1857
2783,1858
2784,1859
2785,1860
2786,1861
2787,1862
2788,1863
2790,1864
2791,1865
2792,1866
2793,1867
2794,1868
2796,1869
2797,1870
2798,1871
2799,1872
2800,1873
2801,1874
2802,1875
2803,1876
2804,1877
2805,1878
2806,1879
2810,1880
2811,1881
2812,1882
2813,1883
2814,1884
2815,1885
2817,1886
2819,1887
2820,1888
2821,1889
2822,1890
2823,1891
2824,1892
2825,1893
2826,1894
2827,1895
2828,1896
2829,1897
2830,1898
2831,1899
2832,1900
2833,1901
2834,1902
2835,1903
2837,1904
2838,1905
2840,1906
2841,1907
2843,1908
2844,1909
2845,1910
2846,1911
2847,1912
2848,1913
2849,1914
2850,1915
2852,1916
2853,1917
2854,1918
2857,1919
2859,1920
2861,1921
2862,1922
2863,1923
2864,1924
2865,1925
2867,1926
2868,1927
2869,1928
2870,1929
2872,1930
2873,1931
2874,1932
2875,1933
2876,1934
2877,1935
2878,1936
2879,1937
2880,1938
2882,1939
2885,1940
2886,1941
2887,1942
2888,1943
2889,1944
2890,1945
2891,1946
2892,1947
2893,1948
2894,1949
2895,1950
2896,1951
2897,1952
2898,1953
2899,1954
2900,1955
2901,1956
2902,1957
2903,1958
2904,1959
2905,1960
2906,1961
2907,1962
2908,1963
2909,1964
2911,1965
2912,1966
2913,1967
2914,1968
2915,1969
2916,1970
2917,1971
2918,1972
2919,1973
2920,1974
2921,1975
2922,1976
2923,1977
2925,1978
2926,1979
2928,1980
2931,1981
2932,1982
2934,1983
2935,1984
2936,1985
2937,1986
2938,1987
2939,1988
2940,1989
2941,1990
2944,1991
2946,1992
2947,1993
2948,1994
2949,1995
2950,1996
2952,1997
2953,1998
2954,1999
2956,2000
2957,2001
2958,2002
2959,2003
2960,2004
2961,2005
2962,2006
2963,2007
2965,2008
2966,2009
2967,2010
2968,2011
2969,2012
2971,2013
2972,2014
2974,2015
2975,2016
2976,2017
2977,2018
2978,2019
2979,2020
2980,2021
2981,2022
2982,2023
2983,2024
2984,2025
2986,2026
2987,2027
2990,2028
2992,2029
2993,2030
2994,2031
2995,2032
2996,2033
2997,2034
2998,2035
2999,2036
3000,2037
3001,2038
3002,2039
3003,2040
3004,2041
3005,2042
3006,2043
3007,2044
3008,2045
3009,2046
3010,2047
3012,2048
3013,2049
3014,2050
3015,2051
3017,2052
3018,2053
3020,2054
3021,2055
3024,2056
3026,2057
3028,2058
3029,2059
3030,2060
3032,2061
3033,2062
3034,2063
3035,2064
3036,2065
3037,2066
3038,2067
3039,2068
3040,2069
3042,2070
3043,2071
3045,2072
3046,2073
3047,2074
3048,2075
3049,2076
3050,2077
3052,2078
3053,2079
3054,2080
3055,2081
3059,2082
3060,2083
3061,2084
3062,2085
3064,2086
3065,2087
3066,2088
3067,2089
3068,2090
3069,2091
3070,2092
3071,2093
3073,2094
3074,2095
3075,2096
3077,2097
3078,2098
3080,2099
3081,2100
3082,2101
3083,2102
3084,2103
3087,2104
3090,2105
3091,2106
3092,2107
3093,2108
3094,2109
3096,2110
3097,2111
3098,2112
3099,2113
3101,2114
3104,2115
3105,2116
3106,2117
3107,2118
3108,2119
3109,2120
3110,2121
3111,2122
3112,2123
3113,2124
3115,2125
3117,2126
3118,2127
3119,2128
3120,2129
3122,2130
3123,2131
3125,2132
3126,2133
3127,2134
3131,2135
3133,2136
3134,2137
3135,2138
3136,2139
3140,2140
3141,2141
3142,2142
3145,2143
3146,2144
3148,2145
3149,2146
3150,2147
3151,2148
3155,2149
3156,2150
3157,2151
3158,2152
3159,2153
3161,2154
3162,2155
3163,2156
3164,2157
3166,2158
3167,2159
3169,2160
3170,2161
3171,2162
3172,2163
3174,2164
3175,2165
3176,2166
3177,2167
3178,2168
3181,2169
3182,2170
3183,2171
3184,2172
3185,2173
3187,2174
3188,2175
3189,2176
3190,2177
3191,2178
3192,2179
3195,2180
3196,2181
3198,2182
3199,2183
3200,2184
3201,2185
3202,2186
3203,2187
3204,2188
3205,2189
3206,2190
3207,2191
3208,2192
3209,2193
3211,2194
3212,2195
3213,2196
3214,2197
3215,2198
3216,2199
3217,2200
3218,2201
3219,2202
3221,2203
3222,2204
3223,2205
3224,2206
3225,2207
3226,2208
3227,2209
3229,2210
3231,2211
3232,2212
3233,2213
3234,2214
3235,2215
3236,2216
3237,2217
3238,2218
3239,2219
3240,2220
3241,2221
3242,2222
3248,2223
3249,2224
3250,2225
3251,2226
3257,2227
3261,2228
3263,2229
3265,2230
3266,2231
3267,2232
3268,2233
3269,2234
3270,2235
3273,2236
3274,2237
3275,2238
3276,2239
3280,2240
3281,2241
3283,2242
3284,2243
3290,2244
3291,2245
3292,2246
3293,2247
3294,2248
3295,2249
3297,2250
3298,2251
3299,2252
3300,2253
3301,2254
3303,2255
3304,2256
3305,2257
3306,2258
3308,2259
3309,2260
3310,2261
3311,2262
3312,2263
3313,2264
3315,2265
3316,2266
3320,2267
3321,2268
3323,2269
3324,2270
3326,2271
3327,2272
3329,2273
3336,2274
3337,2275
3338,2276
3339,2277
3340,2278
3344,2279
3346,2280
3347,2281
3350,2282
3351,2283
3352,2284
3354,2285
3355,2286
3356,2287
3357,2288
3358,2289
3359,2290
3360,2291
3361,2292
3362,2293
3363,2294
3364,2295
3371,2296
3373,2297
3375,2298
3376,2299
3381,2300
3382,2301
3383,2302
3384,2303
3385,2304
3386,2305
3394,2306
3396,2307
3397,2308
3398,2309
3399,2310
3400,2311
3416,2312
3417,2313
3418,2314
3419,2315
3420,2316
3421,2317
3422,2318
3423,2319
3425,2320
3426,2321
3428,2322
3429,2323
3430,2324
3431,2325
3433,2326
3434,2327
3437,2328
3439,2329
3440,2330
3441,2331
3442,2332
3443,2333
3444,2334
3445,2335
3446,2336
3447,2337
3448,2338
3449,2339
3451,2340
3452,2341
3454,2342
3455,2343
3456,2344
3458,2345
3459,2346
3460,2347
3466,2348
3467,2349
3475,2350
3476,2351
3479,2352
3480,2353
3481,2354
3482,2355
3483,2356
3484,2357
3485,2358
3486,2359
3487,2360
3488,2361
3489,2362
3490,2363
3491,2364
3493,2365
3494,2366
3495,2367
3497,2368
3500,2369
3501,2370
3502,2371
3503,2372
3507,2373
3508,2374
3512,2375
3514,2376
3516,2377
3535,2378
3537,2379
3538,2380
3539,2381
3543,2382
3547,2383
3549,2384
3550,2385
3551,2386
3552,2387
3553,2388
3554,2389
3556,2390
3557,2391
3558,2392
3559,2393
3560,2394
3561,2395
3562,2396
3563,2397
3565,2398
3566,2399
3567,2400
3568,2401
3569,2402
3570,2403
3572,2404
3574,2405
3575,2406
3576,2407
3577,2408
3578,2409
3579,2410
3581,2411
3586,2412
3587,2413
3588,2414
3589,2415
3590,2416
3592,2417
3593,2418
3594,2419
3595,2420
3596,2421
3597,2422
3598,2423
3600,2424
3601,2425
3603,2426
3604,2427
3605,2428
3606,2429
3607,2430
3608,2431
3609,2432
3611,2433
3612,2434
3613,2435
3614,2436
3615,2437
3617,2438
3619,2439
3620,2440
3621,2441
3622,2442
3623,2443
3624,2444
3625,2445
3626,2446
3627,2447
3628,2448
3630,2449
3631,2450
3632,2451
3633,2452
3635,2453
3636,2454
3638,2455
3640,2456
3641,2457
3642,2458
3643,2459
3645,2460
3646,2461
3651,2462
3652,2463
3654,2464
3655,2465
3656,2466
3658,2467
3659,2468
3660,2469
3661,2470
3662,2471
3663,2472
3664,2473
3665,2474
3667,2475
3669,2476
3670,2477
3671,2478
3672,2479
3673,2480
3674,2481
3675,2482
3676,2483
3678,2484
3679,2485
3680,2486
3681,2487
3682,2488
3683,2489
3684,2490
3685,2491
3687,2492
3688,2493
3689,2494
3690,2495
3691,2496
3692,2497
3693,2498
3694,2499
3695,2500
3696,2501
3697,2502
3698,2503
3699,2504
3700,2505
3702,2506
3703,2507
3704,2508
3705,2509
3706,2510
3707,2511
3708,2512
3709,2513
3710,2514
3712,2515
3713,2516
3714,2517
3716,2518
3717,2519
3718,2520
3720,2521
3725,2522
3726,2523
3727,2524
3728,2525
3730,2526
3732,2527
3735,2528
3736,2529
3737,2530
3738,2531
3739,2532
3741,2533
3742,2534
3743,2535
3744,2536
3745,2537
3746,2538
3747,2539
3748,2540
3749,2541
3750,2542
3751,2543
3752,2544
3753,2545
3754,2546
3755,2547
3756,2548
3757,2549
3758,2550
3759,2551
3760,2552
3761,2553
3762,2554
3763,2555
3764,2556
3765,2557
3766,2558
3767,2559
3768,2560
3769,2561
3770,2562
3772,2563
3773,2564
3775,2565
3777,2566
3778,2567
3779,2568
3780,2569
3781,2570
3782,2571
3783,2572
3784,2573
3785,2574
3786,2575
3787,2576
3788,2577
3790,2578
3791,2579
3792,2580
3795,2581
3796,2582
3797,2583
3798,2584
3799,2585
3800,2586
3801,2587
3802,2588
3803,2589
3804,2590
3805,2591
3806,2592
3807,2593
3809,2594
3810,2595
3811,2596
3812,2597
3813,2598
3814,2599
3815,2600
3816,2601
3817,2602
3818,2603
3820,2604
3821,2605
3822,2606
3823,2607
3824,2608
3827,2609
3831,2610
3832,2611
3833,2612
3834,2613
3835,2614
3836,2615
3837,2616
